Index,arXiv ID,Keywords
1712,2401.04421v1,"Out-of-time-order correlators, Skyrmion, Holographic QCD, AdS/CFT, Quantum chaos, D4/D8 model, Quantum mechanics, Numerical calculations, Large N_c limit, Three-dimensional Coulomb potential"
1713,2401.04383v1,"Krylov complexity, Deconfinement phase transitions, Quantum field theories, Exponential growth, Compactifying space, Operators, Confinement, Large N limit, Holographic analysis, Mass spectrum"
1714,2401.04275v1,"Landau criterion, superfluid instabilities, hydrodynamic approach, complex frequency plane, thermodynamic instability, free energy, gauge-gravity duality, interacting systems, quantum statistics, Landau critical velocity"
1715,2401.04236v3,"Multi-entropy, Renyi index, 2d CFTs (Conformal Field Theories), Minimal surfaces, Trivalent networks, Geodesics, Multipartite entanglement, Ryu-Takayanagi surfaces, Replica trick calculations, Free fermion and free scalar CFTs"
1716,2401.04223v1,"Odd Fermion, Geometric approach, Topological field theory, Quantum mechanical, Fermions"
1717,2401.04209v2,"Moduli fields, AdS_3, Type IIB superstring theory, U-fold solution, SO(4,n)/SO(4)xSO(n), Geodesic dependence, Spacetime, Supergravity solution, Holographic dual theory, CFT (Conformal Field Theory)"
1718,2401.04205v2,"Geometric algebra, Galilean spacetime, Galilean transformations, Galilean electromagnetism, Maxwell equations, Galilean spinors, Levy-Leblond equation, Newton-Cartan theory, Dual numbers, Tensor formulation"
1719,2401.04167v2,"Born's original theory, Nonlinear electrodynamics, Born-Infeld theory, Causality violation, Strong fields, Variants, Cosmology, Black hole physics, Acausal, Modified Born-Infeld theory"
1720,2401.04166v2,"Duality symmetries, Multicriticality, RG flows, Conformal manifold, Rational Conformal Field Theories, Symmetry defects, Orbifold branches, Modular covariance, Exactly marginal and relevant deformations, Renormalization Group flows"
1721,2401.04158v2,"Conformal field theories, Type IIB backgrounds, VEVs (Vacuum Expectation Values), RG flow, Non-SUSY gapped field theories, Holographic observables, Wilson loops, Entanglement Entropy, Holographic Complexity, Glueballs"
1722,2401.04097v1,"Stringy spacetime uncertainty principle, Modified Trans-Planckian censorship criterion, Inflationary cosmology, Fluctuation modes, Hubble radius, Nonlocality, E-foldings of inflation, Energy scale of inflation, Causal explanation of structure, Single-field inflation models"
1723,2401.04064v2,"String Theory, Cosmologies, Moduli-driven, Inflation, Hot Big Bang, Kination, Moduli-dominated, Effective field theory, Standard Model, Baryogenesis"
1724,2401.03976v2,"4D Chern-Simons, Pure spinor, AdS_5× S^5 superstring, Integrable sigma-models, Pure spinor AdS_5× S^5 superstring sigma-model, Costello and Yamazaki, Gauge-fixing, Meromorphic transformations, Lax connection, Ghost contribution"
1725,2401.03975v1,"Quantum Field Theory (QFT), Localization, Inertial and accelerated observers, Newton-Wigner, Algebraic Quantum Field Theory (AQFT), Modal localization schemes, Causality, Diffeomorphisms, Nonrelativistic limit, Rindler frame"
1726,2401.03900v2,"Eikonal scattering, Gravitationally dressed elastic eikonal amplitudes, Double graviton dressing, Wilson line operator, Gravitational coupling constant, Classical gravitational wave observables, Weinberg soft factor, Waveform, Radiative momentum spectrum, Nonlinear memory effect"
1727,2401.03879v1,"Multi-trace, YMS amplitudes, Yang-Mills theory, Recursive expansion formula, Gluons, Scalars, Universality of soft behavior, Bottom-up approach, Double-soft behavior, Tree-level amplitudes"
1728,2401.03766v2,"Deformed supersymmetric quantum mechanics, Exact WKB method, TBA equations, Polynomial superpotential, ODE/IM correspondence, Schrödinger equation, Fermions, Continuous deformation parameter, Cubic superpotential, Diagonalization approach"
1729,2401.03572v3,"Field Theory, Near-Horizon Regions, Back-Reaction, Semiclassical Treatment, Quantum Fields, Black Hole, Hartle-Hawking State, Energetic Considerations, Radial Distance Scale, Effective Field Theory"
1730,2401.03313v2,"Unruh-De Witt detectors, Bell-CHSH inequality, Tomita-Takesaki theory, Von Neumann algebra, Weyl operators, Modular theory, Quantum field, Density matrix, Violation, Scalar field"
1731,2401.03304v1,"Wilson line correlators, Lattice QCD , T-matrix approach, Static quark-antiquark pair, Quark-gluon plasma (QGP), Screening, Transport properties, Relaxation rate, Heavy quarks, Spatial diffusion coefficient"
1732,2401.03243v1,"Electroweak, SU(2) Yang-Mills, Thermal phase structure, BPS monopole, Electromagnetic fine-structure constant, Spherical mirror-charge construction, Mixing angle, Deconfining phases, Yang-Mills scales, Monopole core radius"
1733,2401.03241v1,"Galilei particles, classical and quantum, symplectic manifolds, unitary irreducible projective representations, Galilei group, coadjoint orbits, Bargmann group, action principle, nonrelativistic limit, massless Galilei particles"
1734,2401.03208v2,"Superstring, Vertex operator, Pure spinor formalism, Massive states, Open superstring, d=10 super Yang-Mills superfields, OPE's, Massless vertex operators, Super Yang-Mills, Formalism"
1735,2401.03186v1,"Time-reparametrization invariance, Glassy dynamics, Toy black holes, Quantum field theory, Sachdev-Ye-Kitaev (SYK) model, Reparametrizations, Gravity, Supersymmetric variants, Emergent phenomena, Dynamics"
1736,2401.03125v1,"Heterotic, Orbifold models, String theory, Standard model, Gauge group, Matter, Higgs sector, Unified models, Fermion masses, Flavor symmetries"
1737,2401.03087v2,"Calogero model, Non-Abelian quantum Hall effect, Fractional quantum Hall effect, Matrix model, Hamiltonian, Symmetry, Energy spectrum, Wave functions, Free fermion expression, Kac-Moody symmetries"
1738,2401.03075v1,"Non-Hermitian Dirac theory, Lindbladian dynamics, Dissipative processes, Open quantum systems, Relativistic fermionic systems, Lindblad formalism, Dirac fermions, Lyapunov equation, Dissipative interactions, Non-equilibrium scenarios"
1739,2401.02894v2,"Cosmological particle production, Asymptotically Minkowski spacetimes, Mode function equations, Singularities, Monodromies, Scalar and spin 1/2 particles, FLRW spacetimes, Regular singular points, Dirac fermions, Irregular singular points"
1740,2401.02832v2,"Decoherence, Quantum, Expanding universe, Contracting universe, Inflation, Ekpyrosis, Curvature perturbation, Purity, Perturbation theory, Cosmological background"
1741,2401.02792v3,"Calabi-Yau manifold, BPS states, D-branes, Jeffrey-Kirwan residues, Witten index, Supersymmetric quiver quantum mechanics, Crystal melting models, Degeneracy, Donaldson-Thomas invariants, Wall crossings"
1742,2401.02760v3,"Celestial self-dual Yang-Mills theory, Formula, OPE (Operator Product Expansion) limit, Celestial holography, Self-dual theories, Celestial color-ordered, Amplitudes, Berends-Giele currents, Leading OPE limit, Higher-order terms"
1743,2401.02580v1,"Global conformal blocks, Shadow formalism, Sphere, Torus, Virasoro, 𝔰𝔩_2, 𝒲_3 conformal field theories, Large central charge limit, Conformal partial waves, Integral representations"
1744,2401.02546v1,"Ultraviolet finite, Perturbative quantum gravity, Metric, Conformal factor, Gauge, Resummation, BRST invariant, Background diffeomorphism invariant, Phenomenologically relevant theory, Renormalization"
1745,2401.02487v1,"AdS/CFT correspondence, Random tensor networks (RTNs), Quantum gravity theory, HRT surface, Extremal-surfaces, Semiclassical commutators, Codimension-2, Geodesics, Entanglement-wedge cross sections, Non-Abelian"
1746,2401.02480v1,"Effective potential, Scherk-Schwarz compactifications, d=5 supergravities, Supersymmetry, Radial modulus, Kaluza-Klein states, N=8 supergravity, Field theory, Compactifications, Extra dimensions"
1747,2401.02405v1,"Sononeutrinoescence, Neutrinos, Ringing Bubble, Sonoluminescence, Time dependent gravitational background, Quantum mechanical particle production, Analog geometry, Electromagnetic field, Parametric resonance, Quantum vacuum"
1748,2403.13810v2,"Majorana Hopping, Anti-de Sitter spacetime, Dirac equations, Majorana wavefunctions, Mass constraints, Flatlands, D-brane stack, Open strings, Ion-trapped experiment, AdS geometry"
1749,2401.02211v2,"Weak chaos, Mixed dynamics, S-matrix, Tachyons, Photons, Gravitons, Quantum chaotic scattering, Random matrix, Information entropy, Black hole horizons"
1750,2401.02085v1,"Phase Transition, Two-Dimensional, Topological Gravity, Renormalized Coupling Constants, Free Energy, Critical Points, Critical Exponents, (3,2)-Model, (5,2)-Model, Yang-Lee Edge Singularity"
1751,2401.02007v1,"Spinor-helicity representations, (A)dS_4 particles, Massive and partially-massless particles, Dual pair correspondence, O(2N) and O^*(2N) groups, Helicity operator, Cosmological constant, Principal series representations, Multilinear form, Scattering amplitude"
1752,2401.01939v2,"Standard Model, String Theory, Gauge interactions, Gravitational interactions, Quantum mechanics, Gravity, Extra dimensions, Compactification, Topology, Quantum Gravity"
1753,2401.01924v2,"Hilbert space, non-relativistic particles, spatial dimensions, line bundle, topologically non-trivial, dyons, electric and magnetic charges, Euclidean group, pairwise helicity, interactions"
1754,2401.01925v2,"Non-perturbative, de Sitter, Jackiw-Teitelboim gravity, Holography, Quantum cosmology, String coupling, Genus expansion, S-matrix, Borel-Le Roy resummable, Matrix integral"
1755,2401.01877v1,"Dissipative fracton superfluids, Hydrodynamic theories, Superfluids, Dipole symmetry, Diffusion, Intrinsic dipole degree of freedom, Spontaneous breaking of the U(1) charge, Inverse Higgs constraint, Finite temperature theory, Irreversible thermodynamics"
1756,2401.01778v1,"Anisotropic Ginzburg-Landau model, Superconductivity, Lorentz-violation operators, Ginzburg-Landau theory, Five-dimensional operator, London's depth penetration, Coherence length, Critical magnetic field, Higher dimensional Lorentz-violating operators, Influence"
1757,2401.01920v1,"General Relativity, Intersection Theory, Loop Integrals, Schwarzschild black holes, Gravitational scattering amplitude, Feynman integrals, Twisted co-cycles, Homology groups, Quantum field theory, Master integral basis"
1758,2401.01653v1,"Entanglement entropy, Islands, d-dimensional, Curved backgrounds, 2d JT gravity, AdS black hole, Hawking radiation, Conformal fields, Renormalized entanglement entropy, Thermal regulated entropy"
1759,2401.01617v1,"Holographic approach, Neutron stars, Quantum Field Theory (QFT), AdS/CFT duality, Astrophysical observations, Bottom-up holographic models, Top-down holographic models, Superconductivity, String theory, Methodological significance"
1760,2401.01610v1,"Fermion states, Self-gravitating Skyrmion, Einstein-Skyrme theory, Dirac fermions, Spectral flow, Gravitational coupling constant, Yukawa coupling, Backreaction, Energy conditions, ADM mass"
1761,2401.01417v2,"Quasi-normal modes, Dirichlet brickwall, BTZ geometry, Retarded correlator, Event horizon, Angular momentum, Non-perturbative, Quantum chaotic features, Spectral form factor, Algebraic justification"
1762,2401.01319v1,"Quantum correlations, Decoherence, Cosmological spacetimes, Quantum field theory, Inflationary phase, Dark energy, Universe evolution, Entanglement, De Sitter spacetime, Early universe"
1763,2401.01298v1,"D1-D5 system, Attractor flow, Maximally supersymmetric, Half-BPS black string, Type IIB supergravity, Little string theory, Open brane LST, Hagedorn behaviour, Entropy formula, TT̅-deformed CFTs"
1764,2401.01296v1,"Index-free, Heat Kernel Coefficients, Anton E, Class, Higher-order, Curved backgrounds, Non-abelian gauge connections, Errors, Ambiguities, Coefficient 𝖺_5"
1765,2401.01287v1,"AdS/CFT correspondence, holographic principle, quantum error correction, bulk logical operators, wedges, Monte-Carlo simulations, boundary erasure, minimum entanglement wedge, mutual information, geometric wedge"
1766,2401.01254v1,"𝒩=4 SYM, type IIB supergravity, AdS_5× S^5, chiral primary operator, stress-tensor multiplet, gauged five-dimensional supergravity, holographic, multi-trace operator, large N limit, duality map"
1767,2401.01162v2,"Bell inequalities, Scattering cross-section, Colliders, Spin correlations, Local hidden variable models (LHVMs), Reconstruction, Particle production, Decay, Standard quantum theory, Classical spin correlations"
1768,2401.00943v1,"Entanglement entropy, Holography, Non-relativistic Schrödinger field theory, Gauge/gravity duality, Spacetime geometry, Charged AdS black hole, Null Melvin twist, Ryu-Takayanagi formula, Mutual information, Entanglement wedge cross-section"
1769,2401.00939v1,"Deep learning, Spacetime, Boundary optical conductivity, Neural ordinary differential equation, Holographic condensed matter models, Metric, Linear-axion models, UPd_2Al_3, Heavy fermion metals, Strongly correlated electron systems"
1770,2401.00851v1,"Holographic complexity, Axion matter, dS (de Sitter) universes, Hartle-Hawking state, Euclidean wormhole, Codimension-1 complexity, Axion charge, Cosmological constant, Extremal surface, Scale factor"
1771,2401.00764v3,"Bethe/Gauge correspondence, Spin chains, Integrable boundaries, Supersymmetric SO/Sp gauge theories, Bethe ansatz equations, Quiver gauge theories, Vacua equations, BCD-type gauge groups, Integrable spin chain models, Boundaries"
1772,2401.00732v1,"Anisotropic, Complexity, Computational complexity, Holographic two-sided black brane, Confinement-deconfinement phase transition, Growth rate, Degrees of freedom, Inverse anisotropic catalysis, Quantum quench, Phase transition"
